method_cls,method_name,grid_seed,reward,done
direct_code_gen,claude,11,0.0,0
direct_code_gen,claude,12,0.9775,1
direct_code_gen,claude,13,0.96625,1
direct_code_gen,claude,14,0.0,0
direct_code_gen,claude,15,0.971875,1
direct_code_gen,claude,16,0.96484375,1
direct_code_gen,claude,17,0.96203125,1
direct_code_gen,claude,18,0.96765625,1
direct_code_gen,claude,19,0.9746875,1
direct_code_gen,claude,20,0.97609375,1
direct_code_gen,claude,21,0.0,0
direct_code_gen,claude,22,0.97046875,1
direct_code_gen,claude,23,0.0,0
direct_code_gen,claude,24,0.95921875,1
direct_code_gen,claude,25,0.9746875,1
direct_code_gen,claude,26,0.97046875,1
direct_code_gen,claude,27,0.97890625,1
direct_code_gen,claude,28,0.97890625,1
direct_code_gen,claude,29,0.9746875,1
direct_code_gen,claude,30,0.0,0
direct_code_gen,claude,31,0.0,0
direct_code_gen,claude,32,0.97046875,1
direct_code_gen,claude,33,0.9746875,1
direct_code_gen,claude,34,0.971875,1
direct_code_gen,claude,35,0.0,0
direct_code_gen,claude,36,0.97609375,1
direct_code_gen,claude,37,0.0,0
direct_code_gen,claude,38,0.9746875,1
direct_code_gen,claude,39,0.9690625,1
direct_code_gen,claude,40,0.96625,1
direct_code_gen,claude,41,0.96625,1
direct_code_gen,claude,42,0.97046875,1
direct_code_gen,claude,43,0.97609375,1
direct_code_gen,claude,44,0.96484375,1
direct_code_gen,claude,45,0.9746875,1
direct_code_gen,claude,46,0.9690625,1
direct_code_gen,claude,47,0.0,0
direct_code_gen,claude,48,0.0,0
direct_code_gen,claude,49,0.0,0
direct_code_gen,claude,50,0.9690625,1
direct_code_gen,claude,51,0.97046875,1
direct_code_gen,claude,52,0.9690625,1
direct_code_gen,claude,53,0.97046875,1
direct_code_gen,claude,54,0.98171875,1
direct_code_gen,claude,55,0.96765625,1
direct_code_gen,claude,56,0.97328125,1
direct_code_gen,claude,57,0.0,0
direct_code_gen,claude,58,0.96625,1
direct_code_gen,claude,59,0.97046875,1
direct_code_gen,claude,60,0.97609375,1
direct_code_gen,claude,61,0.971875,1
direct_code_gen,claude,62,0.97046875,1
direct_code_gen,claude,63,0.9746875,1
direct_code_gen,claude,64,0.96484375,1
direct_code_gen,claude,65,0.0,0
direct_code_gen,claude,66,0.97328125,1
direct_code_gen,claude,67,0.97328125,1
direct_code_gen,claude,68,0.971875,1
direct_code_gen,claude,69,0.0,0
direct_code_gen,claude,70,0.96484375,1
direct_code_gen,claude,71,0.97609375,1
direct_code_gen,claude,72,0.97328125,1
direct_code_gen,claude,73,0.96625,1
direct_code_gen,claude,74,0.97890625,1
direct_code_gen,claude,75,0.9746875,1
direct_code_gen,claude,76,0.0,0
direct_code_gen,claude,77,0.971875,1
direct_code_gen,claude,78,0.97046875,1
direct_code_gen,claude,79,0.97890625,1
direct_code_gen,claude,80,0.96625,1
direct_code_gen,claude,81,0.9746875,1
direct_code_gen,claude,82,0.0,0
direct_code_gen,claude,83,0.97328125,1
direct_code_gen,claude,84,0.9775,1
direct_code_gen,claude,85,0.9746875,1
direct_code_gen,claude,86,0.96203125,1
direct_code_gen,claude,87,0.0,0
direct_code_gen,claude,88,0.96484375,1
direct_code_gen,claude,89,0.9775,1
direct_code_gen,claude,90,0.96765625,1
direct_code_gen,claude,91,0.960625,1
direct_code_gen,claude,92,0.97046875,1
direct_code_gen,claude,93,0.9690625,1
direct_code_gen,claude,94,0.0,0
direct_code_gen,claude,95,0.0,0
direct_code_gen,claude,96,0.971875,1
direct_code_gen,claude,97,0.0,0
direct_code_gen,claude,98,0.971875,1
direct_code_gen,claude,99,0.97046875,1
direct_code_gen,o1,0,0.97609375,1
direct_code_gen,o1,1,0.9690625,1
direct_code_gen,o1,2,0.9690625,1
direct_code_gen,o1,3,0.9746875,1
direct_code_gen,o1,4,0.97890625,1
direct_code_gen,o1,5,0.9775,1
direct_code_gen,o1,6,0.983125,1
direct_code_gen,o1,7,0.9775,1
direct_code_gen,o1,8,0.96484375,1
direct_code_gen,o1,9,0.97890625,1
direct_code_gen,o1,10,0.98453125,1
direct_code_gen,o1,11,0.9775,1
direct_code_gen,o1,12,0.9775,1
direct_code_gen,o1,13,0.96625,1
direct_code_gen,o1,14,0.97046875,1
direct_code_gen,o1,15,0.971875,1
direct_code_gen,o1,16,0.97890625,1
direct_code_gen,o1,17,0.96765625,1
direct_code_gen,o1,18,0.97890625,1
direct_code_gen,o1,19,0.9803125,1
direct_code_gen,o1,20,0.97609375,1
direct_code_gen,o1,21,0.98171875,1
direct_code_gen,o1,22,0.97046875,1
direct_code_gen,o1,23,0.971875,1
direct_code_gen,o1,24,0.97046875,1
direct_code_gen,o1,25,0.9746875,1
direct_code_gen,o1,26,0.97046875,1
direct_code_gen,o1,27,0.97890625,1
direct_code_gen,o1,28,0.97890625,1
direct_code_gen,o1,29,0.9746875,1
direct_code_gen,o1,30,0.96484375,1
direct_code_gen,o1,31,0.9746875,1
direct_code_gen,o1,32,0.97046875,1
direct_code_gen,o1,33,0.9775,1
direct_code_gen,o1,34,0.971875,1
direct_code_gen,o1,35,0.97609375,1
direct_code_gen,o1,36,0.97890625,1
direct_code_gen,o1,37,0.9746875,1
direct_code_gen,o1,38,0.9746875,1
direct_code_gen,o1,39,0.9690625,1
direct_code_gen,o1,40,0.96625,1
direct_code_gen,o1,41,0.9775,1
direct_code_gen,o1,42,0.97046875,1
direct_code_gen,o1,43,0.98453125,1
direct_code_gen,o1,44,0.97046875,1
direct_code_gen,o1,45,0.9775,1
direct_code_gen,o1,46,0.9746875,1
direct_code_gen,o1,47,0.9803125,1
direct_code_gen,o1,48,0.9690625,1
direct_code_gen,o1,49,0.97890625,1
direct_code_gen,o1,50,0.971875,1
direct_code_gen,o1,51,0.97046875,1
direct_code_gen,o1,52,0.9690625,1
direct_code_gen,o1,53,0.97609375,1
direct_code_gen,o1,54,0.98171875,1
direct_code_gen,o1,55,0.96765625,1
direct_code_gen,o1,56,0.98171875,1
direct_code_gen,o1,57,0.9803125,1
direct_code_gen,o1,58,0.9803125,1
direct_code_gen,o1,59,0.97328125,1
direct_code_gen,o1,60,0.97609375,1
direct_code_gen,o1,61,0.9746875,1
direct_code_gen,o1,62,0.97046875,1
direct_code_gen,o1,63,0.9746875,1
direct_code_gen,o1,64,0.96765625,1
direct_code_gen,o1,65,0.9803125,1
direct_code_gen,o1,66,0.97328125,1
direct_code_gen,o1,67,0.97328125,1
direct_code_gen,o1,68,0.971875,1
direct_code_gen,o1,69,0.9803125,1
direct_code_gen,o1,70,0.96484375,1
direct_code_gen,o1,71,0.98171875,1
direct_code_gen,o1,72,0.97890625,1
direct_code_gen,o1,73,0.971875,1
direct_code_gen,o1,74,0.97890625,1
direct_code_gen,o1,75,0.9775,1
direct_code_gen,o1,76,0.97609375,1
direct_code_gen,o1,77,0.971875,1
direct_code_gen,o1,78,0.97890625,1
direct_code_gen,o1,79,0.97890625,1
direct_code_gen,o1,80,0.96625,1
direct_code_gen,o1,81,0.9746875,1
direct_code_gen,o1,82,0.97890625,1
direct_code_gen,o1,83,0.97609375,1
direct_code_gen,o1,84,0.9775,1
direct_code_gen,o1,85,0.983125,1
direct_code_gen,o1,86,0.96484375,1
direct_code_gen,o1,87,0.97609375,1
direct_code_gen,o1,88,0.97890625,1
direct_code_gen,o1,89,0.9775,1
direct_code_gen,o1,90,0.96765625,1
direct_code_gen,o1,91,0.960625,1
direct_code_gen,o1,92,0.97609375,1
direct_code_gen,o1,93,0.971875,1
direct_code_gen,o1,94,0.97609375,1
direct_code_gen,o1,95,0.97890625,1
direct_code_gen,o1,96,0.971875,1
direct_code_gen,o1,97,0.9746875,1
direct_code_gen,o1,98,0.9746875,1
direct_code_gen,o1,99,0.97046875,1
direct_code_gen,gemini_25_pro,0,0.97609375,1
direct_code_gen,gemini_25_pro,1,0.0,0
direct_code_gen,gemini_25_pro,2,0.971875,1
direct_code_gen,gemini_25_pro,3,0.9746875,1
direct_code_gen,gemini_25_pro,4,0.0,0
direct_code_gen,gemini_25_pro,5,0.97609375,1
direct_code_gen,gemini_25_pro,6,0.97046875,1
direct_code_gen,gemini_25_pro,7,0.971875,1
direct_code_gen,gemini_25_pro,8,0.96625,1
direct_code_gen,gemini_25_pro,9,0.9803125,1
direct_code_gen,gemini_25_pro,10,0.0,0
direct_code_gen,gemini_25_pro,11,0.0,0
direct_code_gen,gemini_25_pro,12,0.97890625,1
direct_code_gen,gemini_25_pro,13,0.9634375,1
direct_code_gen,gemini_25_pro,14,0.0,0
direct_code_gen,gemini_25_pro,15,0.971875,1
direct_code_gen,gemini_25_pro,16,0.96625,1
direct_code_gen,gemini_25_pro,17,0.9634375,1
direct_code_gen,gemini_25_pro,18,0.96765625,1
direct_code_gen,gemini_25_pro,19,0.0,0
direct_code_gen,gemini_25_pro,20,0.97609375,1
direct_code_gen,gemini_25_pro,21,0.0,0
direct_code_gen,gemini_25_pro,22,0.97328125,1
direct_code_gen,gemini_25_pro,23,0.97328125,1
direct_code_gen,gemini_25_pro,24,0.960625,1
direct_code_gen,gemini_25_pro,25,0.97890625,1
direct_code_gen,gemini_25_pro,26,0.97328125,1
direct_code_gen,gemini_25_pro,27,0.0,0
direct_code_gen,gemini_25_pro,28,0.9803125,1
direct_code_gen,gemini_25_pro,29,0.9746875,1
direct_code_gen,gemini_25_pro,30,0.0,0
direct_code_gen,gemini_25_pro,31,0.0,0
direct_code_gen,gemini_25_pro,32,0.97046875,1
direct_code_gen,gemini_25_pro,33,0.9690625,1
direct_code_gen,gemini_25_pro,34,0.97328125,1
direct_code_gen,gemini_25_pro,35,0.0,0
direct_code_gen,gemini_25_pro,36,0.971875,1
direct_code_gen,gemini_25_pro,37,0.0,0
direct_code_gen,gemini_25_pro,38,0.0,0
direct_code_gen,gemini_25_pro,39,0.971875,1
direct_code_gen,gemini_25_pro,40,0.97046875,1
direct_code_gen,gemini_25_pro,41,0.96203125,1
direct_code_gen,gemini_25_pro,42,0.971875,1
direct_code_gen,gemini_25_pro,43,0.0,0
direct_code_gen,gemini_25_pro,44,0.96625,1
direct_code_gen,gemini_25_pro,45,0.9746875,1
direct_code_gen,gemini_25_pro,46,0.97046875,1
direct_code_gen,gemini_25_pro,47,0.0,0
direct_code_gen,gemini_25_pro,48,0.0,0
direct_code_gen,gemini_25_pro,49,0.0,0
direct_code_gen,gemini_25_pro,50,0.971875,1
direct_code_gen,gemini_25_pro,51,0.971875,1
direct_code_gen,gemini_25_pro,52,0.971875,1
direct_code_gen,gemini_25_pro,53,0.96484375,1
direct_code_gen,gemini_25_pro,54,0.983125,1
direct_code_gen,gemini_25_pro,55,0.96765625,1
direct_code_gen,gemini_25_pro,56,0.9746875,1
direct_code_gen,gemini_25_pro,57,0.0,0
direct_code_gen,gemini_25_pro,58,0.96765625,1
direct_code_gen,gemini_25_pro,59,0.96765625,1
direct_code_gen,gemini_25_pro,60,0.0,0
direct_code_gen,gemini_25_pro,61,0.97328125,1
direct_code_gen,gemini_25_pro,62,0.971875,1
direct_code_gen,gemini_25_pro,63,0.0,0
direct_code_gen,gemini_25_pro,64,0.96625,1
direct_code_gen,gemini_25_pro,65,0.0,0
direct_code_gen,gemini_25_pro,66,0.97609375,1
direct_code_gen,gemini_25_pro,67,0.97328125,1
direct_code_gen,gemini_25_pro,68,0.97328125,1
direct_code_gen,gemini_25_pro,69,0.0,0
direct_code_gen,gemini_25_pro,70,0.96625,1
direct_code_gen,gemini_25_pro,71,0.97328125,1
direct_code_gen,gemini_25_pro,72,0.97328125,1
direct_code_gen,gemini_25_pro,73,0.96625,1
direct_code_gen,gemini_25_pro,74,0.9803125,1
direct_code_gen,gemini_25_pro,75,0.97046875,1
direct_code_gen,gemini_25_pro,76,0.0,0
direct_code_gen,gemini_25_pro,77,0.97328125,1
direct_code_gen,gemini_25_pro,78,0.9690625,1
direct_code_gen,gemini_25_pro,79,0.9803125,1
direct_code_gen,gemini_25_pro,80,0.96625,1
direct_code_gen,gemini_25_pro,81,0.0,0
direct_code_gen,gemini_25_pro,82,0.0,0
direct_code_gen,gemini_25_pro,83,0.9746875,1
direct_code_gen,gemini_25_pro,84,0.97890625,1
direct_code_gen,gemini_25_pro,85,0.0,0
direct_code_gen,gemini_25_pro,86,0.96484375,1
direct_code_gen,gemini_25_pro,87,0.0,0
direct_code_gen,gemini_25_pro,88,0.9690625,1
direct_code_gen,gemini_25_pro,89,0.9746875,1
direct_code_gen,gemini_25_pro,90,0.971875,1
direct_code_gen,gemini_25_pro,91,0.96484375,1
direct_code_gen,gemini_25_pro,92,0.96625,1
direct_code_gen,gemini_25_pro,93,0.96625,1
direct_code_gen,gemini_25_pro,94,0.0,0
direct_code_gen,gemini_25_pro,95,0.0,0
direct_code_gen,gemini_25_pro,96,0.9746875,1
direct_code_gen,gemini_25_pro,97,0.0,0
direct_code_gen,gemini_25_pro,98,0.97046875,1
direct_code_gen,gemini_25_pro,99,0.97046875,1
direct_code_gen,deepseek,0,0.97609375,1
direct_code_gen,deepseek,1,0.97328125,1
direct_code_gen,deepseek,2,0.971875,1
direct_code_gen,deepseek,3,0.9775,1
direct_code_gen,deepseek,4,0.983125,1
direct_code_gen,deepseek,5,0.97890625,1
direct_code_gen,deepseek,6,0.0,0
direct_code_gen,deepseek,7,0.9775,1
direct_code_gen,deepseek,8,0.96625,1
direct_code_gen,deepseek,9,0.9803125,1
direct_code_gen,deepseek,10,0.98453125,1
direct_code_gen,deepseek,11,0.97890625,1
direct_code_gen,deepseek,12,0.98171875,1
direct_code_gen,deepseek,13,0.9690625,1
direct_code_gen,deepseek,14,0.971875,1
direct_code_gen,deepseek,15,0.971875,1
direct_code_gen,deepseek,16,0.9803125,1
direct_code_gen,deepseek,17,0.9690625,1
direct_code_gen,deepseek,18,0.97890625,1
direct_code_gen,deepseek,19,0.98171875,1
direct_code_gen,deepseek,20,0.97609375,1
direct_code_gen,deepseek,21,0.983125,1
direct_code_gen,deepseek,22,0.97328125,1
direct_code_gen,deepseek,23,0.97328125,1
direct_code_gen,deepseek,24,0.971875,1
direct_code_gen,deepseek,25,0.97890625,1
direct_code_gen,deepseek,26,0.97328125,1
direct_code_gen,deepseek,27,0.9803125,1
direct_code_gen,deepseek,28,0.9803125,1
direct_code_gen,deepseek,29,0.9775,1
direct_code_gen,deepseek,30,0.96625,1
direct_code_gen,deepseek,31,0.97609375,1
direct_code_gen,deepseek,32,0.97328125,1
direct_code_gen,deepseek,33,0.9775,1
direct_code_gen,deepseek,34,0.97328125,1
direct_code_gen,deepseek,35,0.9775,1
direct_code_gen,deepseek,36,0.9803125,1
direct_code_gen,deepseek,37,0.97609375,1
direct_code_gen,deepseek,38,0.97609375,1
direct_code_gen,deepseek,39,0.971875,1
direct_code_gen,deepseek,40,0.97046875,1
direct_code_gen,deepseek,41,0.97890625,1
direct_code_gen,deepseek,42,0.971875,1
direct_code_gen,deepseek,43,0.0,0
direct_code_gen,deepseek,44,0.971875,1
direct_code_gen,deepseek,45,0.9775,1
direct_code_gen,deepseek,46,0.97609375,1
direct_code_gen,deepseek,47,0.98171875,1
direct_code_gen,deepseek,48,0.97046875,1
direct_code_gen,deepseek,49,0.9803125,1
direct_code_gen,deepseek,50,0.9746875,1
direct_code_gen,deepseek,51,0.9746875,1
direct_code_gen,deepseek,52,0.971875,1
direct_code_gen,deepseek,53,0.97890625,1
direct_code_gen,deepseek,54,0.983125,1
direct_code_gen,deepseek,55,0.96765625,1
direct_code_gen,deepseek,56,0.983125,1
direct_code_gen,deepseek,57,0.98171875,1
direct_code_gen,deepseek,58,0.0,0
direct_code_gen,deepseek,59,0.97609375,1
direct_code_gen,deepseek,60,0.9775,1
direct_code_gen,deepseek,61,0.97609375,1
direct_code_gen,deepseek,62,0.971875,1
direct_code_gen,deepseek,63,0.97890625,1
direct_code_gen,deepseek,64,0.971875,1
direct_code_gen,deepseek,65,0.0,0
direct_code_gen,deepseek,66,0.97609375,1
direct_code_gen,deepseek,67,0.97609375,1
direct_code_gen,deepseek,68,0.97328125,1
direct_code_gen,deepseek,69,0.98171875,1
direct_code_gen,deepseek,70,0.96625,1
direct_code_gen,deepseek,71,0.98171875,1
direct_code_gen,deepseek,72,0.97890625,1
direct_code_gen,deepseek,73,0.971875,1
direct_code_gen,deepseek,74,0.9803125,1
direct_code_gen,deepseek,75,0.97890625,1
